Id.;Título;Autor;Fecha;Periódico / institución;Resumen;Lugar;Demanda;Actor demandante;Actor demandado;Actor Mediador;Otro actor;Acción conflictiva;evento nuevo;Tipo de evento conflictivo;Sector demandante;Sector demandado;Sector mediador;Sector otro actor;Escala del conflicto;Episodio conflictivo;Campo de conflicto;Región;Municipio;Cuenca, Fuente o cuerpo de agua;Lugar para georeferencia;Latitud;Longitud;Texto completo;observaciones
190;Villa Cactus contra alcantarillas que contaminan la laguna Alalay;;7/1/13;Opinión;Los vecinos de la Organización Territorial de Base (OTB) Villa Cactus reclaman por el estado de las alcantarillas que contaminan con sus aguas el único espejo de agua que tiene la ciudad de Cochabamba.;Villa Cactus;Mantenimiento del sistema de alcantarillado para que el agua no llegue a la Laguna;Vecinos OTB Villa Cactus;Semapa;;;Vecinos demandan mantenimiento de alcantarillas;SI;Contaminación de aguas;Org. Vecinal;EPSAS;;;En ciernes;Laguna Alalay;Ecológico / ambiental;Metropolitana;Cochabamba;Laguna Alalay;Villa Cactus;-17.417119;-66.141196;Link;
191;Alcalde negociará las plantas de tratamiento;Redacción central;22/1/13;Los Tiempos;El alcalde de Sacaba, Humberto Sánchez, informó que empezará a negociar con los vecinos de la zona Esmeralda Sur la construcción de dos modernas plantas de tratamiento de aguas servidas en su zona, para evitar los conflictos que se registraron, en octubre de 2011;Esmeralda Sur, Sacaba;Rechazo a la construcción de una planta de tratamiento de aguas residuales en la zona;OTB Esmeralda Sur y comunidades vecinas;GAM Sacaba y Emapas;;;Alcalde anuncia negociación con vecinos;SI;Implementación de proyecto;Org. Vecinal;Gob municipal;;;Negociación/ pausa;Planta Esmeralda Sur;Ecológico / ambiental;Metropolitana;Sacaba;Sin fuente específica;Esmeralda Sur, Sacaba;-17.411760;-66.094372;Link;
192;Vecinos impiden inicio de trabajo en la planta;;26/1/13;Opinión;Los vecinos de Sacaba de los barrios Esmeralda Sur y Norte, de Chacacollo, El Abra y otros, hicieron ayer una vigilia en los terrenos donde se construirá la Planta de Tratamiento de Aguas Servidas para impedir que el personal de la Alcaldía tome mediciones del área para la futura construcción.;Esmeralda Sur, Sacaba;Rechazo a la construcción de una planta de tratamiento de aguas residuales en la zona;Vecinos de barrios aledaños al proyecto;GAM Sacaba y Emapas;;;Vecinos impiden que la Alcaldía inicie trabajos de construcción de la planta de tratamiento de agua potable;SI;Implementación de proyecto;Org. Vecinal;Gob municipal;;;Manifiesto/ confrontación;Planta Esmeralda Sur;Ecológico / ambiental;Metropolitana;Sacaba;Sin fuente específica;Esmeralda Sur, Sacaba;-17.411760;-66.094372;Link;Este evento se relaciona con el episodio del Rio Rocha Contaminación
193;Vecinos de Sacaba bloquean carretera en rechazo a planta de tratamiento;;31/1/13;Opinión;Vecinos de Sacaba bloquearon nuevamente ayer la carretera hacia Santa Cruz en rechazo a la construcción de la planta de tratamiento de aguas residuales.;Avenida Villazón, Km. 6;Rechazo a la construcción de una planta de tratamiento de aguas residuales en la zona;Vecinos de barrios aledaños al proyecto;GAM Sacaba y Emapas;;;Bloqueo de carretera en rechazo a la construcción de la planta de tratamiento de aguas residuales;SI;Implementación de proyecto;Org. Vecinal;Gob municipal;;;Manifiesto/ confrontación;Planta Esmeralda Sur;Ecológico / ambiental;Metropolitana;Sacaba;Sin fuente específica;Avenida Villazón, Km. 6;-17.388719;-66.084888;Link;
194;Sacaba hará la planta de tratamiento;Redacción central;1/2/13;Los Tiempos;La Empresa Municipal de Agua Potable y Alcantarillado de Sacaba (Emapa) aseguró que construirán las plantas de tratamiento de agua potable en la zona de Esmeralda Sur, a pesar de la oposición de los dirigentes de la zona;Esmeralda Sur, Sacaba;Rechazo a la construcción de una planta de tratamiento de aguas residuales;OTB Esmeralda Sur y comunidades vecinas;GAM Sacaba y Emapas;;;Se rompe el diálogo y la parte demandada no acepta la demanda;SI;Implementación de proyecto;Org. Vecinal;Gob municipal;;;Manifiesto/ confrontación;Planta Esmeralda Sur;Ecológico / ambiental;Metropolitana;Sacaba;Sin fuente específica;Esmeralda Sur, Sacaba;-17.411760;-66.094372;Link;
195;Contralor amenaza con juicios por el río Rocha;Gisela Alcócer;3/2/13;Los Tiempos;Mientras los vecinos de Esmeralda Sur anuncian nuevas medidas de presión para evitar la construcción de una planta de tratamiento de aguas servidas en el municipio de Sacaba, la Contraloría le recuerda a los funcionarios de este municipio que de no cumplir con sus responsabilidades en el cuidado del río Rocha serán procesados penalmente;Esmeralda Sur, Sacaba;Contraloría exige se cumpla con la recomendación de mitigar la contaminación del Río Rocha;Contraloría;GAM Sacaba y Emapas;;;Contraloría amenaza a funcionarios con procesos judiciales;SI;Implementación de proyecto;Gob central ejecutivo;Gob municipal;;;Manifiesto/ confrontación;Planta Esmeralda Sur;Ecológico / ambiental;Metropolitana;Sacaba;Sin fuente específica;Esmeralda Sur, Sacaba;-17.411760;-66.094372;Link;
196;Lluvias: faltará agua para riego en el valle;Gisela Alcócer;26/2/13;Los Tiempos;el agua para riego es tan escasa que puede convertirse en un conflicto entre regantes del valle alto y el valle bajo;La Angostura;Expresan preocupación ante escacez de agua;Regantes sistema de riego 1;;;;Expresan preocupación;NO;;Regantes;;;;En ciernes;Angostura regantes;Ecológico / ambiental;Metropolitana;Todos los de la región;Represa La Angostura;;;;Link;
197;Regantes en emergencia: 4 presas no se llenaron;Redacción central;1/3/13;Los Tiempos;Los regantes se declararon en estado de emergencia porque aseguran que todas las presas en las que acumulan agua para la agricultura no cuentan con la cantidad suficiente como para garantizar una buena producción durante la gestión 2013.;Departamento de Cochabamba;Expresan preocupación ante escacez de agua;Regantes del Departamento de Cochabamba;;;;Declaratoria en emergencia;NO;;Regantes;;;;En ciernes;Angostura regantes;Ecológico / ambiental;Departamento;Varios;Represa La Angostura;;;;Link;
198;Dos heridos en pelea por agua de río;Redacción central;2/3/13;Los Tiempos;Los vecinos de la comunidad de Cinco Salidas de Tiquipaya y los regantes del Sindicato Agrario Taquiña se enfrentaron ayer por la distribución del agua del río Taquiña, con piedras, palos y cachorros de dinamita que dejaron dos personas heridas y el anuncio de más movilizaciones.;Toma de agua de Taquiña Cinco Salidas;Pobladores de Chilimarca exigen agua para consumo humano que anteriormente era destinada al riego;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;;;Enfrentamiento violento;SI;Derecho de uso;Org. Vecinal;Org. Campesina;;;Enfrentamiento violento;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;Río Taquiña;-17.324792;-66.183841;Link;
199;Vecinos de Tiquipaya realizan bloqueo por agua de río;;4/3/13;Los Tiempos;Vecinos del Distrito 5 de Tiquipaya llevan adelante  desde las 07:00 de hoy un bloqueo de la avenida Taquiña, desde la avenida Simón López hasta la Circunvalación, en protesta por el desvío de aguas mediante una tubería de 1.000 metros extendida desde la toma de un río hasta su zona , la cual fue retirada por afiliados al Sindicato Agrario Taquiña.;Avenida Centenario;Los vecinos de Tiquipaya exigen que las autoridades municipales y departamentales permitan la ejecución del proyecto “Cinco Salidas”;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;;;Bloqueo de la Avenida Taquiña;SI;Derecho de uso;Org. Vecinal;Org. Campesina;;;Manifiesto/ confrontación;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;Avenida Centenario;-17.350245;-66.184469;Link;
200;Tiquipaya cierra vías por agua y se radicaliza;Luis Guereca;5/3/13;Los Tiempos;Pobladores del Distrito 5 de Tiquipaya bloquearon ayer las avenidas Ecológica y Simón López en protesta por el desvío del río Taquiña y con la exigencia de la ampliación del proyecto Cinco Salidas, con el que 17 mil personas tendrán agua.;Avenida Ecológica y Simón López;Ejecución del proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;;;Bloqueo de la Avenida Simón López y Ecológica;NO;;Org. Vecinal;Org. Campesina;;;Enfrentamiento violento;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;;;;Link;
201;Conflicto por agua: sindicatos instalan diálogo para encontrar una solución;José Romero;5/3/13;Los Tiempos;Dirigentes de los sindicatos Agrario Taquiña y Cinco Salidas, junto al gobernador Edmundo Novillo y autoridades del comando policial, se encuentran reunidos desde las 15:30 en instalaciones de la Gobernación de Cochabamba para  tratar de encontrar una solución al conflicto del agua que tiene enfrentados a ambos grupos. ;Avenida Centenario;Ejecución del proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Gobernador de Cochabamba Edmundo Novillo;;Reunión con el Gobernador;SI;Derecho de uso;Org. Vecinal;Org. Campesina;Gob departamental;;Negociación/ pausa;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;Avenida Centenario;-17.350245;-66.184469;Link;
202;Al menos 30 heridos por piedras y dinamita en conflicto por agua;Abi Agencia;5/3/13;Los Tiempos;Al menos 30 heridos es el saldo parcial que dejó hoy un enfrentamiento con piedras y dinamita entre los afiliados de los sindicatos Agrario Taquiña y Cinco Salidas,;Urbanización Los Bosques;Ejecución del proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Policía Boliviana;;Enfrentamiento violento;SI;Derecho de uso;Org. Vecinal;Org. Campesina;Policía;;Enfrentamiento violento;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;Urbanización Los Bosques;-17.346101;-66.187014;Link;
203;Taquiña y Tiquipaya se enfrentan por agua;Luis Guereca;6/3/13;Los Tiempos;Los pobladores del Distrito 5 de Tiquipaya sostuvieron ayer intensos enfrentamientos con el Sindicato Agrario Taquiña por la redistribución del agua del río Taquiña, que culminaron con más de 30 heridos por explosiones de dinamita, bombas casera (molotov) y piedras.;Cercanías de la Cervecería Taquiña;Ejecución del proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Policía Boliviana;;Enfrentamiento violento;NO;;Org. Vecinal;Org. Campesina;Policía;;Enfrentamiento violento;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;;;;Link;
204;Disputa por agua de cuenca Taqueo deja 40 heridos;;6/3/13;Opinión;Vecinos del Distrito 5 del municipio de Tiquipaya y afiliados al Sindicato Agrario Taquiña se enfrentaron violentamente durante la madrugada y la mañana de ayer, dejando un saldo de más de 40 personas heridas.;Cercanías de la Cervecería Taquiña;Ejecución del proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Policía Boliviana;;Enfrentamiento violento;NO;;Org. Vecinal;Org. Campesina;Policía;;Enfrentamiento violento;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;;;;Link;
205;Taquiña acepta dar más agua a Tiquipaya;Luis Guereca;7/3/13;Los Tiempos;Los pobladores del Distrito 5 de Tiquipaya y el Sindicato Agrario Taquiña avanzaron ayer al establecer un preacuerdo para aumentar la dotación de agua del río Taquiña al municipio tiquipayeño, de 10 a 15 litros por segundo aproximadamente;Tiquipaya;Dotación de agua para consumo humano mediante el proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Gobernación de Cochabamba;;Negociación y preacuerdos;SI;Derecho de uso;Org. Vecinal;Org. Campesina;Gob departamental;;Negociación/ pausa;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;Tiquipaya;-17.338022;-66.218995;Link;
206;Estudio del río Taquiña puede durar un año;Redacción Central;8/3/13;Los Tiempos;Después de tres intensas jornadas de enfrentamiento, que dejaron más de 30 heridos, el diálogo entre los dos sectores se halla en cuarto intermedio hasta el sábado, fecha en la que los pobladores volverán a reunirse con representantes de la Gobernación de Cochabamba.;Tiquipaya;Dotación de agua para consumo humano mediante el proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Gobernación de Cochabamba;;Cuarto intermedio en el diálogo;NO;;Org. Vecinal;Org. Campesina;Gob departamental;;Negociación/ pausa;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;;;;Link;
207;Tercera reunión fracasa y dilata conflicto por agua;Dayana Flores;10/3/13;Opinión;La tercera reunión que sostuvieron el Sindicato Agrario Taquiña y vecinos del Distrito 5 de Tiquipaya, con el gobernador Edmundo Novillo, duró seis horas, no alcanzó solución alguna y culminó con la declaración de un nuevo cuarto intermedio.;Gobernación;Dotación de agua para consumo humano mediante el proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Gobernación de Cochabamba;;Cuarto intermedio en el diálogo;NO;;Org. Vecinal;Org. Campesina;Gob departamental;;Negociación/ pausa;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;;;;Link;
208;Taquiña y Tiquipaya apoyan estudio técnico;Luis Guereca;10/3/13;Los Tiempos;El diálogo entre los pobladores del Distrito 5 de Tiquipaya y el Sindicato Agrario Taquiña por la redistribución del agua del río Taquiña ingresó en nuevo cuarto intermedio. El Gobernador mencionó otros aspectos importantes de este problema son: “El agua para riego, particularmente del Sindicato Agrario Taquiña y también de Chillimarca, así como, el agua para uso industrial que es utilizada por la fábrica de Cervecería Taquiña”.;Río Taquiña;Dotación de agua para consumo humano mediante el proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Gobernación de Cochabamba;;Cuarto intermedio en el diálogo;SI;Derecho de uso;Org. Vecinal;Org. Campesina;Gob departamental;;Negociación/ pausa;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;Río Taquiña;-17.324792;-66.183841;Link;
209;Taquiña y Tiquipaya aún no logran un acuerdo;Redacción central;14/3/13;Los Tiempos;El Distrito 5 rechazó la propuesta del Sindicato Agrario Taquiña de incrementar la dotación de agua para este sector de 10 a 15 litros segundo, en la época seca, hasta que concluya un estudio técnico que defina el caudal disponible y las necesidades de los pobladores.;Río Taquiña;Dotación de agua para consumo humano mediante el proyecto Cinco Salidas;Vecinos Distrito 5 Tiquipaya;Sindicato Agrario Taquiña;Gobernación de Cochabamba;;Cuarto intermedio en el diálogo;SI;Derecho de uso;Org. Vecinal;Org. Campesina;Gob departamental;;Negociación/ pausa;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;Río Taquiña;-17.324792;-66.183841;Link;
210;Rompen diálogo y se dilata la solución por el uso de aguas;Melissa Revollo;17/3/13;Opinión;Posiciones encontradas ocasionaron que el diálogo se rompiera, pese al esfuerzo de la Gobernación de Cochabamba y el Defensor del Pueblo de encontrar una solución definitiva.;Gobernación;Dotación de agua para consumo humano mediante el proyecto Cinco Salidas;Vecinos del Distrito 5 de Tiquipaya;Sindicato Agrario Taquiña;Gobernación de Cochabamba;;Se rompe el diálogo y la parte demandante no acepta la oferta del sindicato Taquiña;NO;;Org. Vecinal;Org. Campesina;Gob departamental;;Negociación/ pausa;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;;;;Link;
211;Tiquipaya rompe acuerdo con Taquiña; Violeta Soria;17/3/13;Los Tiempos;Dirigentes del Sindicato Agrario de Chilimarca y del sector de Cinco Salidas, de Tiquipaya, abandonaron ayer la mesa de negociaciones instalada con la Gobernación y el Sindicato Agrario de Taquiña, con el argumento de que el ofrecimiento de dotación de agua a la zona no satisface el requerimiento de los pobladores del Distrito 5.;Tiquipaya;Dotación de agua para consumo humano mediante el proyecto Cinco Salidas;Vecinos del Distrito 5 de Tiquipaya;Sindicato Agrario Taquiña;Gobernación de Cochabamba;;Se rompe el diálogo y la parte demandante no acepta la oferta del sindicato Taquiña;SI;Derecho de uso;Org. Vecinal;Org. Campesina;Gob departamental;;Negociación/ pausa;Cinco Salidas;Reproducción social;Metropolitana;Tiquipaya;Cuenca Taquiña;Tiquipaya;-17.338022;-66.218995;Link;
